n_x,n_y,n_z,n_m,particles,emitt_x,emitt_y,beta_x,beta_y,sigma_z,offset_y,integration_method,n_t,cut_x,cut_y,cut_z,grids,n_runs,n_seeds,source_dirs,seeds
128,512,25,50000.0,0.624,0.9,0.002,12.0,0.12,100,0.0,3.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
128,512,25,100000.0,0.624,0.9,0.002,12.0,0.12,100,0.0,2.0,1.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
128,512,25,100000.0,0.624,0.9,0.002,12.0,0.12,100,0.0,2.0,2.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
128,512,25,100000.0,0.624,0.9,0.002,12.0,0.12,100,0.0,2.0,3.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
128,512,64,1120000.0,0.624,0.9,0.002,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
256,512,25,,0.624,0.9,0.002,12.0,0.12,100,0.0,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
256,512,25,5000.0,0.624,0.9,0.002,12.0,0.12,100,0.0,3.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
256,512,25,10000.0,0.624,0.9,0.002,12.0,0.12,100,0.0,2.0,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
256,512,25,10000.0,0.624,0.9,0.002,12.0,0.12,100,0.0,3.0,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
256,512,25,50000.0,0.624,0.9,0.002,12.0,0.12,100,0.0,3.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
256,512,64,2240000.0,0.624,0.9,0.002,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,32,64,279000.0,0.624,0.9,0.002,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,64,64,250000.0,0.624,0.9,0.002,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,64,64,575000.0,0.624,0.9,0.002,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,128,25,,0.624,0.9,0.002,12.0,0.12,100,0.0,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,128,64,250000.0,0.624,0.9,0.002,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,128,64,1125000.0,0.624,0.9,0.002,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,256,25,,0.624,0.9,0.002,12.0,0.12,100,0.0,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,256,64,90000.0,0.624,0.9,0.002,12.0,0.12,100,0.0,2.0,6.0,,,,,6,6,output_nm,167815;286038;360177;479728;527875;733579
512,256,64,250000.0,0.624,0.9,0.002,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,256,64,2225000.0,0.624,0.9,0.002,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,256,64,2235661.0,0.624,0.9,0.002,12.0,0.12,100,0.0,2.0,6.0,,,,,10,10,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815
512,512,16,1120000.0,0.624,0.9,0.002,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,,0.624,0.9,0.002,12.0,0.12,100,0.0,,,,,,,45,30,output;output_no_pairs,100805;105469;105648;130471;135135;143455;145992;153768;159302;167029;167815;238461;274935;286038;352871;360177;394826;479728;496023;512837;527875;591734;648219;689421;723546;733579;745198;817354;893274;902156
512,512,25,1000.0,0.624,0.9,0.002,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,5000.0,0.624,0.9,0.002,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,5000.0,0.624,0.9,0.002,12.0,0.12,100,0.0,3.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,10000.0,0.624,0.9,0.002,12.0,0.12,100,0.0,2.0,2.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,10000.0,0.624,0.9,0.002,12.0,0.12,100,0.0,2.0,3.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,10000.0,0.624,0.9,0.002,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,10000.0,0.624,0.9,0.002,12.0,0.12,100,0.0,2.0,,20.0,20.0,3.5,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,10000.0,0.624,0.9,0.002,12.0,0.12,100,0.0,2.0,,30.0,30.0,5.0,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,10000.0,0.624,0.9,0.002,12.0,0.12,100,0.0,2.0,,40.0,40.0,7.0,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,10000.0,0.624,0.9,0.002,12.0,0.12,100,0.0,2.0,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,10000.0,0.624,0.9,0.002,12.0,0.12,100,0.0,3.0,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,50000.0,0.624,0.9,0.002,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,100000.0,0.624,0.9,0.002,12.0,0.12,100,0.0,2.0,1.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,100000.0,0.624,0.9,0.002,12.0,0.12,100,0.0,2.0,2.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,100000.0,0.624,0.9,0.002,12.0,0.12,100,0.0,2.0,3.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,100000.0,0.624,0.9,0.002,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,100000.0,0.624,0.9,0.002,12.0,0.12,100,0.313,,,,,,,1,1,output_nm,100805
512,512,25,1000000.0,0.624,0.9,0.002,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,32,2240000.0,0.624,0.9,0.002,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,64,50000.0,0.624,0.9,0.002,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,64,100000.0,0.624,0.9,0.002,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,64,250000.0,0.624,0.9,0.002,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,64,500000.0,0.624,0.9,0.002,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,64,1000000.0,0.624,0.9,0.002,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,64,1250000.0,0.624,0.9,0.002,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,64,1500000.0,0.624,0.9,0.002,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,64,3000000.0,0.624,0.9,0.002,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,64,4450000.0,0.624,0.9,0.002,12.0,0.12,100,0.0,2.0,6.0,,,,,12,12,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177
512,512,64,6000000.0,0.624,0.9,0.002,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,128,8950000.0,0.624,0.9,0.002,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,1024,25,,0.624,0.9,0.002,12.0,0.12,100,0.0,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,1024,25,10000.0,0.624,0.9,0.002,12.0,0.12,100,0.0,2.0,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,1024,64,250000.0,0.624,0.9,0.002,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,1024,64,8949000.0,0.624,0.9,0.002,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
768,768,25,10000.0,0.624,0.9,0.002,12.0,0.12,100,0.0,2.0,,30.0,30.0,3.5,7.0,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
768,768,36,10000.0,0.624,0.9,0.002,12.0,0.12,100,0.0,2.0,,30.0,30.0,5.0,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
1024,512,25,,0.624,0.9,0.002,12.0,0.12,100,0.0,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
1024,512,25,10000.0,0.624,0.9,0.002,12.0,0.12,100,0.0,2.0,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
1024,512,25,100000.0,0.624,0.9,0.002,12.0,0.12,100,0.0,2.0,1.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
1024,512,25,100000.0,0.624,0.9,0.002,12.0,0.12,100,0.0,2.0,2.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
1024,512,25,100000.0,0.624,0.9,0.002,12.0,0.12,100,0.0,2.0,3.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
1024,512,64,8950000.0,0.624,0.9,0.002,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
1024,1024,25,10000.0,0.624,0.9,0.002,12.0,0.12,100,0.0,2.0,,40.0,40.0,3.5,7.0,13,13,output_nm,100805;105469;130471;135135;143455;145992;159302;167815;286038;360177;479728;527875;733579
1024,1024,50,10000.0,0.624,0.9,0.002,12.0,0.12,100,0.0,2.0,,40.0,40.0,7.0,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
2048,512,64,17900000.0,0.624,0.9,0.002,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,,0.624,1.0,0.002,12.0,0.12,100,0.0,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,,0.624,1.0,0.002,12.0,0.12,100,0.0991,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,,0.624,1.0,0.002,12.0,0.12,100,0.2973,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,,0.624,1.0,0.002,12.0,0.12,100,0.4955,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,,0.624,1.0,0.002,12.0,0.12,100,0.991,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,,0.624,1.0,0.002,12.0,0.12,100,1.4865,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,,0.624,1.0,0.002,12.0,0.12,100,1.982,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,,0.624,0.1,0.0025,12.0,0.12,100,0.0,,,,,,,18,18,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;689421;733579;745198;893274
512,512,25,10000.0,0.624,0.1,0.0025,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,100000.0,0.624,0.15,0.0025,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,,0.624,0.2,0.0025,12.0,0.12,100,0.0,,,,,,,21,21,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;238461;286038;360177;394826;479728;527875;591734;648219;723546;733579;817354
512,512,25,100000.0,0.624,0.2,0.0025,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
128,512,25,,0.624,0.3,0.0025,12.0,0.12,100,0.0,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
256,512,25,,0.624,0.3,0.0025,12.0,0.12,100,0.0,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,128,25,,0.624,0.3,0.0025,12.0,0.12,100,0.0,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,256,25,,0.624,0.3,0.0025,12.0,0.12,100,0.0,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,,0.624,0.3,0.0025,12.0,0.12,100,0.0,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,100000.0,0.624,0.3,0.0025,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,1024,25,,0.624,0.3,0.0025,12.0,0.12,100,0.0,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
1024,512,25,,0.624,0.3,0.0025,12.0,0.12,100,0.0,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,100000.0,0.624,0.4,0.0025,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,10000.0,0.624,0.5,0.0025,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,100000.0,0.624,0.5,0.0025,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,100000.0,0.624,0.6,0.0025,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,100000.0,0.624,0.7,0.0025,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,100000.0,0.624,0.8,0.0025,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
128,512,25,,0.624,0.9,0.0025,12.0,0.12,100,0.0,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
128,512,25,5000.0,0.624,0.9,0.0025,12.0,0.12,100,0.0,3.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
128,512,25,10000.0,0.624,0.9,0.0025,12.0,0.12,100,0.0,2.0,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
128,512,25,10000.0,0.624,0.9,0.0025,12.0,0.12,100,0.0,3.0,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
128,512,25,50000.0,0.624,0.9,0.0025,12.0,0.12,100,0.0,3.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
128,512,25,100000.0,0.624,0.9,0.0025,12.0,0.12,100,0.0,2.0,1.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
128,512,25,100000.0,0.624,0.9,0.0025,12.0,0.12,100,0.0,2.0,2.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
128,512,25,100000.0,0.624,0.9,0.0025,12.0,0.12,100,0.0,2.0,3.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
256,512,25,,0.624,0.9,0.0025,12.0,0.12,100,0.0,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
256,512,25,5000.0,0.624,0.9,0.0025,12.0,0.12,100,0.0,3.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
256,512,25,10000.0,0.624,0.9,0.0025,12.0,0.12,100,0.0,2.0,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
256,512,25,10000.0,0.624,0.9,0.0025,12.0,0.12,100,0.0,3.0,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
256,512,25,50000.0,0.624,0.9,0.0025,12.0,0.12,100,0.0,3.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,128,25,,0.624,0.9,0.0025,12.0,0.12,100,0.0,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,256,25,,0.624,0.9,0.0025,12.0,0.12,100,0.0,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,,0.624,0.9,0.0025,12.0,0.12,100,0.0,,,,,,,45,30,output;output_no_pairs,100805;105469;105648;130471;135135;143455;145992;153768;159302;167029;167815;238461;274935;286038;352871;360177;394826;479728;496023;512837;527875;591734;648219;689421;723546;733579;745198;817354;893274;902156
512,512,25,1000.0,0.624,0.9,0.0025,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,5000.0,0.624,0.9,0.0025,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,5000.0,0.624,0.9,0.0025,12.0,0.12,100,0.0,3.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,10000.0,0.624,0.9,0.0025,12.0,0.12,100,0.0,2.0,,20.0,20.0,3.5,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,10000.0,0.624,0.9,0.0025,12.0,0.12,100,0.0,2.0,,30.0,30.0,5.0,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,10000.0,0.624,0.9,0.0025,12.0,0.12,100,0.0,2.0,,40.0,40.0,7.0,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,10000.0,0.624,0.9,0.0025,12.0,0.12,100,0.0,2.0,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,10000.0,0.624,0.9,0.0025,12.0,0.12,100,0.0,3.0,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,50000.0,0.624,0.9,0.0025,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,1000000.0,0.624,0.9,0.0025,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,1024,25,,0.624,0.9,0.0025,12.0,0.12,100,0.0,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,1024,25,10000.0,0.624,0.9,0.0025,12.0,0.12,100,0.0,2.0,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
768,768,25,10000.0,0.624,0.9,0.0025,12.0,0.12,100,0.0,2.0,,30.0,30.0,3.5,7.0,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
768,768,36,10000.0,0.624,0.9,0.0025,12.0,0.12,100,0.0,2.0,,30.0,30.0,5.0,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
1024,512,25,,0.624,0.9,0.0025,12.0,0.12,100,0.0,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
1024,512,25,10000.0,0.624,0.9,0.0025,12.0,0.12,100,0.0,2.0,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
1024,512,25,100000.0,0.624,0.9,0.0025,12.0,0.12,100,0.0,2.0,1.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
1024,512,25,100000.0,0.624,0.9,0.0025,12.0,0.12,100,0.0,2.0,2.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
1024,512,25,100000.0,0.624,0.9,0.0025,12.0,0.12,100,0.0,2.0,3.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
1024,1024,25,10000.0,0.624,0.9,0.0025,12.0,0.12,100,0.0,2.0,,40.0,40.0,3.5,7.0,9,9,output_nm,100805;135135;143455;145992;286038;360177;479728;527875;733579
1024,1024,50,10000.0,0.624,0.9,0.0025,12.0,0.12,100,0.0,2.0,,40.0,40.0,7.0,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,,0.624,0.9,0.003,12.0,0.12,100,0.0,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,,0.624,1.0,0.003,12.0,0.12,100,0.0,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,,0.624,1.0,0.003,12.0,0.12,100,0.1213,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,,0.624,1.0,0.003,12.0,0.12,100,0.3639,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,,0.624,1.0,0.003,12.0,0.12,100,0.6065,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
