n_x,n_y,n_z,n_m,particles,emitt_x,emitt_y,beta_x,beta_y,sigma_z,offset_y,integration_method,n_t,cut_x,cut_y,cut_z,grids,n_runs,n_seeds,source_dirs,seeds
512,512,48,250000.0,0.624,0.9,0.02,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,64,10000.0,0.624,0.9,0.02,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,64,25000.0,0.624,0.9,0.02,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,64,50000.0,0.624,0.9,0.02,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,64,75000.0,0.624,0.9,0.02,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,64,94000.0,0.624,0.9,0.02,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,64,100000.0,0.624,0.9,0.02,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,64,150000.0,0.624,0.9,0.02,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,64,200000.0,0.624,0.9,0.02,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,64,250000.0,0.624,0.9,0.02,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,64,500000.0,0.624,0.9,0.02,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,64,1000000.0,0.624,0.9,0.02,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,96,250000.0,0.624,0.9,0.02,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,128,250000.0,0.624,0.9,0.02,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,1024,25,10000.0,0.624,0.9,0.02,12.0,0.12,100,0.0,2.0,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
768,512,64,250000.0,0.624,0.9,0.02,12.0,0.12,100,0.0,2.0,6.0,,,,,12,12,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177
768,768,25,10000.0,0.624,0.9,0.02,12.0,0.12,100,0.0,2.0,,30.0,30.0,3.5,7.0,12,12,output_nm,100805;105469;130471;143455;145992;159302;167029;167815;286038;479728;527875;733579
768,768,36,10000.0,0.624,0.9,0.02,12.0,0.12,100,0.0,2.0,,30.0,30.0,5.0,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
1024,512,25,10000.0,0.624,0.9,0.02,12.0,0.12,100,0.0,2.0,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
1024,512,25,100000.0,0.624,0.9,0.02,12.0,0.12,100,0.0,2.0,1.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
1024,512,25,100000.0,0.624,0.9,0.02,12.0,0.12,100,0.0,2.0,2.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
1024,512,25,100000.0,0.624,0.9,0.02,12.0,0.12,100,0.0,2.0,3.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
1024,512,64,250000.0,0.624,0.9,0.02,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
1024,1024,25,10000.0,0.624,0.9,0.02,12.0,0.12,100,0.0,2.0,,40.0,40.0,3.5,7.0,9,9,output_nm,100805;135135;143455;145992;286038;360177;479728;527875;733579
1024,1024,50,10000.0,0.624,0.9,0.02,12.0,0.12,100,0.0,2.0,,40.0,40.0,7.0,,11,11,output_nm,100805;105469;143455;145992;153768;159302;167029;286038;360177;527875;733579
2048,512,64,250000.0,0.624,0.9,0.02,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
2048,512,64,388000.0,0.624,0.9,0.02,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
4096,512,64,250000.0,0.624,0.9,0.02,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,,0.624,1.0,0.02,12.0,0.12,100,0.0,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,,0.624,1.0,0.02,12.0,0.12,100,0.3132,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,,0.624,1.0,0.02,12.0,0.12,100,0.9396,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,,0.624,1.0,0.02,12.0,0.12,100,1.566,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,,0.624,1.0,0.02,12.0,0.12,100,3.132,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,,0.624,1.0,0.02,12.0,0.12,100,4.698,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,,0.624,1.0,0.02,12.0,0.12,100,6.264,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
128,512,25,5000.0,0.624,0.9,0.025,12.0,0.12,100,0.0,3.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
128,512,25,10000.0,0.624,0.9,0.025,12.0,0.12,100,0.0,2.0,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
128,512,25,10000.0,0.624,0.9,0.025,12.0,0.12,100,0.0,3.0,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
128,512,25,50000.0,0.624,0.9,0.025,12.0,0.12,100,0.0,3.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
256,512,25,5000.0,0.624,0.9,0.025,12.0,0.12,100,0.0,3.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
256,512,25,10000.0,0.624,0.9,0.025,12.0,0.12,100,0.0,2.0,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
256,512,25,10000.0,0.624,0.9,0.025,12.0,0.12,100,0.0,3.0,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,10000.0,0.624,0.9,0.025,12.0,0.12,100,0.0,2.0,,20.0,20.0,3.5,,14,14,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;479728;527875;733579
512,512,25,10000.0,0.624,0.9,0.025,12.0,0.12,100,0.0,2.0,,30.0,30.0,5.0,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,10000.0,0.624,0.9,0.025,12.0,0.12,100,0.0,2.0,,40.0,40.0,7.0,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,10000.0,0.624,0.9,0.025,12.0,0.12,100,0.0,2.0,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,1024,25,10000.0,0.624,0.9,0.025,12.0,0.12,100,0.0,2.0,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
768,768,25,10000.0,0.624,0.9,0.025,12.0,0.12,100,0.0,2.0,,30.0,30.0,3.5,7.0,8,8,output_nm,105469;145992;159302;167029;167815;286038;527875;733579
768,768,36,10000.0,0.624,0.9,0.025,12.0,0.12,100,0.0,2.0,,30.0,30.0,5.0,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
1024,512,25,10000.0,0.624,0.9,0.025,12.0,0.12,100,0.0,2.0,,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
1024,1024,25,10000.0,0.624,0.9,0.025,12.0,0.12,100,0.0,2.0,,40.0,40.0,3.5,7.0,8,8,output_nm,100805;143455;145992;286038;360177;479728;527875;733579
1024,1024,50,10000.0,0.624,0.9,0.025,12.0,0.12,100,0.0,2.0,,40.0,40.0,7.0,,11,11,output_nm,100805;105469;135135;143455;145992;153768;159302;286038;360177;527875;733579
128,512,25,5000.0,0.624,0.9,0.03,12.0,0.12,100,0.0,3.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
128,512,25,10000.0,0.624,0.9,0.03,12.0,0.12,100,0.0,3.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
128,512,25,50000.0,0.624,0.9,0.03,12.0,0.12,100,0.0,3.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
256,512,25,5000.0,0.624,0.9,0.03,12.0,0.12,100,0.0,3.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
256,512,25,10000.0,0.624,0.9,0.03,12.0,0.12,100,0.0,3.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,10000.0,0.624,0.9,0.03,12.0,0.12,100,0.0,2.0,,20.0,20.0,3.5,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,10000.0,0.624,0.9,0.03,12.0,0.12,100,0.0,2.0,,30.0,30.0,5.0,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,10000.0,0.624,0.9,0.03,12.0,0.12,100,0.0,2.0,,40.0,40.0,7.0,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
768,768,25,10000.0,0.624,0.9,0.03,12.0,0.12,100,0.0,2.0,,30.0,30.0,3.5,7.0,3,3,output_nm,145992;527875;733579
768,768,36,10000.0,0.624,0.9,0.03,12.0,0.12,100,0.0,2.0,,30.0,30.0,5.0,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
1024,1024,25,10000.0,0.624,0.9,0.03,12.0,0.12,100,0.0,2.0,,40.0,40.0,3.5,7.0,6,6,output_nm,100805;143455;286038;479728;527875;733579
1024,1024,50,10000.0,0.624,0.9,0.03,12.0,0.12,100,0.0,2.0,,40.0,40.0,7.0,,7,7,output_nm,100805;135135;153768;159302;360177;527875;733579
512,512,25,,0.624,1.0,0.03,12.0,0.12,100,0.0,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,,0.624,1.0,0.03,12.0,0.12,100,0.3836,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,,0.624,1.0,0.03,12.0,0.12,100,1.1508,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,,0.624,1.0,0.03,12.0,0.12,100,1.918,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,,0.624,1.0,0.03,12.0,0.12,100,3.836,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,,0.624,1.0,0.03,12.0,0.12,100,5.754,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,,0.624,1.0,0.03,12.0,0.12,100,7.672,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,128,64,50000.0,0.624,0.9,0.04,12.0,0.12,100,0.0,2.0,6.0,,,,,15,15,output_nm,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,,0.624,1.0,0.05,12.0,0.12,100,0.0,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
512,512,25,,0.624,1.0,0.05,12.0,0.12,100,0.4953,,,,,,,15,15,output,100805;105469;130471;135135;143455;145992;153768;159302;167029;167815;286038;360177;479728;527875;733579
