source_dir,filename,n_x,n_y,n_z,n_m,particles,emitt_x,emitt_y,beta_x,beta_y,sigma_z,offset_y,seed,integration_method,n_t,cut_x,cut_y,cut_z,lumi_ee,lumi_fine,phot_e1,phot_e2,n_phot1,n_phot2,de1,de2,n_pairs,e_pairs,out_1,out_2
output_nm,128_512_25_5000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.004_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_3_nt6_seed_733579.ref,128,512,25,5000,0.624,0.9,0.004,12.0,0.12,100,0,733579,3,6,,,,1.38001e+34,1.3632e+34,3.32448,3.24377,1.46709,1.4995,4.87732,4.86404,,,0,1
output_nm,128_512_25_5000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.008_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_3_nt6_seed_100805.ref,128,512,25,5000,0.624,0.9,0.008,12.0,0.12,100,0,100805,3,6,,,,1.24991e+34,1.23674e+34,2.91256,3.03809,1.3706,1.37963,3.99195,4.19144,,,0,0
output_nm,128_512_25_5000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.008_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_3_nt6_seed_105469.ref,128,512,25,5000,0.624,0.9,0.008,12.0,0.12,100,0,105469,3,6,,,,1.25803e+34,1.24238e+34,3.16393,3.14433,1.339,1.36134,4.23651,4.28052,,,0,0
output_nm,128_512_25_5000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.008_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_3_nt6_seed_130471.ref,128,512,25,5000,0.624,0.9,0.008,12.0,0.12,100,0,130471,3,6,,,,1.20927e+34,1.19581e+34,3.11361,3.01149,1.33333,1.36667,4.15148,4.11572,,,0,0
output_nm,128_512_25_5000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.008_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_3_nt6_seed_135135.ref,128,512,25,5000,0.624,0.9,0.008,12.0,0.12,100,0,135135,3,6,,,,1.28285e+34,1.26498e+34,2.89008,2.9889,1.3264,1.36256,3.8334,4.07256,,,1,0
output_nm,128_512_25_5000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.008_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_3_nt6_seed_143455.ref,128,512,25,5000,0.624,0.9,0.008,12.0,0.12,100,0,143455,3,6,,,,1.24658e+34,1.23394e+34,2.96664,3.14713,1.37355,1.39744,4.07483,4.39792,,,0,0
output_nm,128_512_25_5000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.008_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_3_nt6_seed_145992.ref,128,512,25,5000,0.624,0.9,0.008,12.0,0.12,100,0,145992,3,6,,,,1.21341e+34,1.19985e+34,3.01412,3.0289,1.33887,1.36034,4.03552,4.12035,,,0,0
output_nm,128_512_25_5000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.008_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_3_nt6_seed_153768.ref,128,512,25,5000,0.624,0.9,0.008,12.0,0.12,100,0,153768,3,6,,,,1.25595e+34,1.23863e+34,3.09086,3.11995,1.36042,1.39776,4.20486,4.36093,,,3,2
output_nm,128_512_25_5000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.008_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_3_nt6_seed_159302.ref,128,512,25,5000,0.624,0.9,0.008,12.0,0.12,100,0,159302,3,6,,,,1.21494e+34,1.20089e+34,3.1879,3.20959,1.39572,1.41797,4.44941,4.5511,,,1,6
output_nm,128_512_25_5000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.008_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_3_nt6_seed_167029.ref,128,512,25,5000,0.624,0.9,0.008,12.0,0.12,100,0,167029,3,6,,,,1.14487e+34,1.13619e+34,3.17191,3.19629,1.385,1.41408,4.3931,4.51982,,,0,0
output_nm,128_512_25_5000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.008_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_3_nt6_seed_167815.ref,128,512,25,5000,0.624,0.9,0.008,12.0,0.12,100,0,167815,3,6,,,,1.26354e+34,1.24831e+34,3.15479,3.08452,1.36074,1.38931,4.29287,4.28536,,,0,0
output_nm,128_512_25_5000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.008_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_3_nt6_seed_286038.ref,128,512,25,5000,0.624,0.9,0.008,12.0,0.12,100,0,286038,3,6,,,,1.30918e+34,1.28939e+34,3.05766,2.98219,1.36262,1.34307,4.16642,4.0053,,,5,1
output_nm,128_512_25_5000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.008_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_3_nt6_seed_360177.ref,128,512,25,5000,0.624,0.9,0.008,12.0,0.12,100,0,360177,3,6,,,,1.28983e+34,1.27829e+34,2.95093,2.99213,1.3118,1.37728,3.87103,4.12098,,,0,2
output_nm,128_512_25_5000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.008_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_3_nt6_seed_479728.ref,128,512,25,5000,0.624,0.9,0.008,12.0,0.12,100,0,479728,3,6,,,,1.19191e+34,1.1762e+34,3.09437,3.17432,1.39248,1.40988,4.30885,4.47541,,,0,0
output_nm,128_512_25_5000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.008_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_3_nt6_seed_527875.ref,128,512,25,5000,0.624,0.9,0.008,12.0,0.12,100,0,527875,3,6,,,,1.1608e+34,1.14617e+34,3.01885,3.0395,1.34241,1.36869,4.05252,4.16015,,,0,1
output_nm,128_512_25_5000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.008_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_3_nt6_seed_733579.ref,128,512,25,5000,0.624,0.9,0.008,12.0,0.12,100,0,733579,3,6,,,,1.09326e+34,1.08917e+34,3.15054,3.19548,1.39508,1.42869,4.39525,4.56534,,,0,0
output_nm,128_512_25_5000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.008_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_100805.ref,128,512,25,5000,0.624,0.9,0.008,12.0,0.12,100,0,100805,,,,,,6.70619e+32,6.74121e+32,0.726818,10.2557,0.293,7.10386,0.212958,72.8549,,,0,3285
output_nm,128_512_25_5000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.008_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_105469.ref,128,512,25,5000,0.624,0.9,0.008,12.0,0.12,100,0,105469,,,,,,1.27339e+34,1.25983e+34,3.08707,3.1073,1.3506,1.34554,4.16939,4.18099,,,0,0
output_nm,128_512_25_5000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.008_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_130471.ref,128,512,25,5000,0.624,0.9,0.008,12.0,0.12,100,0,130471,,,,,,1.22222e+34,1.20809e+34,3.13192,3.02758,1.33213,1.36787,4.17213,4.14135,,,0,0
output_nm,128_512_25_5000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.008_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_135135.ref,128,512,25,5000,0.624,0.9,0.008,12.0,0.12,100,0,135135,,,,,,1.29647e+34,1.28157e+34,3.072,3.1494,1.3334,1.36076,4.09621,4.28558,,,0,0
output_nm,128_512_25_5000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.008_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_143455.ref,128,512,25,5000,0.624,0.9,0.008,12.0,0.12,100,0,143455,,,,,,1.2536e+34,1.23898e+34,3.16392,3.29274,1.36995,1.42485,4.33441,4.69167,,,0,0
output_nm,128_512_25_5000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.008_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_145992.ref,128,512,25,5000,0.624,0.9,0.008,12.0,0.12,100,0,145992,,,,,,1.23232e+34,1.21776e+34,3.10086,3.21255,1.36569,1.37015,4.23482,4.40166,,,0,0
output_nm,128_512_25_5000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.008_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_153768.ref,128,512,25,5000,0.624,0.9,0.008,12.0,0.12,100,0,153768,,,,,,1.27729e+34,1.26329e+34,3.12619,3.22629,1.38583,1.39216,4.33237,4.49151,,,6,1
output_nm,128_512_25_5000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.008_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_159302.ref,128,512,25,5000,0.624,0.9,0.008,12.0,0.12,100,0,159302,,,,,,1.22974e+34,1.21564e+34,11.1158,4.03643,4.86349,1.71829,54.0616,6.93574,,,71,6
output_nm,128_512_25_5000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.008_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_167029.ref,128,512,25,5000,0.624,0.9,0.008,12.0,0.12,100,0,167029,,,,,,1.15301e+34,1.14196e+34,3.12367,3.12788,1.3662,1.41868,4.26756,4.43748,,,0,0
output_nm,128_512_25_5000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.008_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_167815.ref,128,512,25,5000,0.624,0.9,0.008,12.0,0.12,100,0,167815,,,,,,1.28028e+34,1.262e+34,3.21065,3.15796,1.35434,1.34127,4.34832,4.23569,,,0,0
output_nm,128_512_25_5000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.008_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_286038.ref,128,512,25,5000,0.624,0.9,0.008,12.0,0.12,100,0,286038,,,,,,1.28496e+34,1.27049e+34,3.08184,2.98192,1.38163,1.34688,4.25796,4.01629,,,1,1
output_nm,128_512_25_5000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.008_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_360177.ref,128,512,25,5000,0.624,0.9,0.008,12.0,0.12,100,0,360177,,,,,,1.30003e+34,1.28879e+34,3.11019,3.05778,1.36,1.33827,4.22985,4.09213,,,1,1
output_nm,128_512_25_5000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.008_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_479728.ref,128,512,25,5000,0.624,0.9,0.008,12.0,0.12,100,0,479728,,,,,,7.18957e+33,7.12286e+33,3.40189,2.71251,1.73255,1.11062,5.89393,3.01258,,,6,0
output_nm,128_512_25_5000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.008_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_527875.ref,128,512,25,5000,0.624,0.9,0.008,12.0,0.12,100,0,527875,,,,,,8.33885e+33,8.26034e+33,3.34794,2.62899,1.63298,1.09708,5.46713,2.88421,,,2,0
output_nm,128_512_25_5000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.008_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_733579.ref,128,512,25,5000,0.624,0.9,0.008,12.0,0.12,100,0,733579,,,,,,1.09794e+34,1.0932e+34,3.08796,3.23087,1.44529,1.45629,4.463,4.70509,,,0,0
output_nm,128_512_25_5000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.016_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_3_nt6_seed_100805.ref,128,512,25,5000,0.624,0.9,0.016,12.0,0.12,100,0,100805,3,6,,,,8.87555e+33,8.79468e+33,2.85381,3.07082,1.2876,1.35201,3.67457,4.15178,,,0,0
output_nm,128_512_25_5000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.016_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_3_nt6_seed_105469.ref,128,512,25,5000,0.624,0.9,0.016,12.0,0.12,100,0,105469,3,6,,,,9.15493e+33,9.05278e+33,3.19852,2.94621,1.3004,1.32333,4.15936,3.8988,,,0,0
output_nm,128_512_25_5000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.016_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_3_nt6_seed_130471.ref,128,512,25,5000,0.624,0.9,0.016,12.0,0.12,100,0,130471,3,6,,,,9.12845e+33,9.01259e+33,2.85869,3.06022,1.31913,1.34327,3.77098,4.1107,,,0,0
output_nm,128_512_25_5000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.016_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_3_nt6_seed_135135.ref,128,512,25,5000,0.624,0.9,0.016,12.0,0.12,100,0,135135,3,6,,,,8.89892e+33,8.80596e+33,2.96836,3.00238,1.2986,1.32653,3.85471,3.98274,,,0,0
output_nm,128_512_25_5000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.016_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_3_nt6_seed_143455.ref,128,512,25,5000,0.624,0.9,0.016,12.0,0.12,100,0,143455,3,6,,,,9.1768e+33,9.0659e+33,2.90182,3.09971,1.30972,1.3294,3.80058,4.12075,,,0,0
output_nm,128_512_25_5000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.016_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_3_nt6_seed_145992.ref,128,512,25,5000,0.624,0.9,0.016,12.0,0.12,100,0,145992,3,6,,,,8.78226e+33,8.68413e+33,3.08818,3.113,1.31725,1.38215,4.06791,4.30264,,,0,0
output_nm,128_512_25_5000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.016_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_3_nt6_seed_153768.ref,128,512,25,5000,0.624,0.9,0.016,12.0,0.12,100,0,153768,3,6,,,,9.29267e+33,9.18634e+33,3.08689,3.02091,1.29758,1.33193,4.00548,4.02365,,,0,0
output_nm,128_512_25_5000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.016_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_3_nt6_seed_159302.ref,128,512,25,5000,0.624,0.9,0.016,12.0,0.12,100,0,159302,3,6,,,,9.06931e+33,8.97544e+33,3.08585,3.12371,1.35268,1.34314,4.17418,4.19558,,,0,0
output_nm,128_512_25_5000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.016_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_3_nt6_seed_167029.ref,128,512,25,5000,0.624,0.9,0.016,12.0,0.12,100,0,167029,3,6,,,,8.73197e+33,8.65909e+33,3.03455,2.98816,1.3032,1.32807,3.95462,3.96847,,,0,0
output_nm,128_512_25_5000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.016_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_3_nt6_seed_167815.ref,128,512,25,5000,0.624,0.9,0.016,12.0,0.12,100,0,167815,3,6,,,,9.3209e+33,9.19649e+33,2.98717,2.90637,1.32233,1.32446,3.95002,3.84937,,,0,0
output_nm,128_512_25_5000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.016_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_3_nt6_seed_286038.ref,128,512,25,5000,0.624,0.9,0.016,12.0,0.12,100,0,286038,3,6,,,,9.1759e+33,9.09577e+33,3.13426,2.79865,1.3268,1.29363,4.15852,3.62043,,,0,0
output_nm,128_512_25_5000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.016_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_3_nt6_seed_360177.ref,128,512,25,5000,0.624,0.9,0.016,12.0,0.12,100,0,360177,3,6,,,,9.18742e+33,9.10105e+33,2.95964,3.10132,1.324,1.35707,3.91857,4.20871,,,0,0
output_nm,128_512_25_5000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.016_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_3_nt6_seed_479728.ref,128,512,25,5000,0.624,0.9,0.016,12.0,0.12,100,0,479728,3,6,,,,9.07193e+33,8.97996e+33,3.08438,3.10875,1.34147,1.35227,4.1376,4.20387,,,0,0
output_nm,128_512_25_5000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.016_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_3_nt6_seed_527875.ref,128,512,25,5000,0.624,0.9,0.016,12.0,0.12,100,0,527875,3,6,,,,8.57769e+33,8.47243e+33,2.91663,3.03818,1.30158,1.31926,3.79623,4.00814,,,0,0
output_nm,128_512_25_5000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.016_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_3_nt6_seed_733579.ref,128,512,25,5000,0.624,0.9,0.016,12.0,0.12,100,0,733579,3,6,,,,8.63131e+33,8.5685e+33,3.01334,3.05405,1.36287,1.39428,4.10679,4.25819,,,0,0
output_nm,128_512_25_5000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_3_nt6_seed_100805.ref,128,512,25,5000,0.624,0.9,0.020,12.0,0.12,100,0,100805,3,6,,,,7.91656e+33,7.85813e+33,2.82773,2.95231,1.2782,1.332,3.61441,3.93247,,,0,0
output_nm,128_512_25_5000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_3_nt6_seed_105469.ref,128,512,25,5000,0.624,0.9,0.020,12.0,0.12,100,0,105469,3,6,,,,8.17141e+33,8.08496e+33,2.974,2.99062,1.3078,1.32193,3.88939,3.95339,,,0,0
output_nm,128_512_25_5000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_3_nt6_seed_130471.ref,128,512,25,5000,0.624,0.9,0.020,12.0,0.12,100,0,130471,3,6,,,,8.15994e+33,8.05738e+33,2.99619,2.98726,1.30932,1.31966,3.92299,3.94218,,,0,0
output_nm,128_512_25_5000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_3_nt6_seed_135135.ref,128,512,25,5000,0.624,0.9,0.020,12.0,0.12,100,0,135135,3,6,,,,7.89645e+33,7.82725e+33,2.96481,2.88729,1.3228,1.33373,3.92185,3.85087,,,0,0
output_nm,128_512_25_5000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_3_nt6_seed_143455.ref,128,512,25,5000,0.624,0.9,0.020,12.0,0.12,100,0,143455,3,6,,,,8.151e+33,8.0667e+33,2.94946,3.13155,1.29692,1.3364,3.82521,4.185,,,0,0
output_nm,128_512_25_5000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_3_nt6_seed_145992.ref,128,512,25,5000,0.624,0.9,0.020,12.0,0.12,100,0,145992,3,6,,,,7.83168e+33,7.76651e+33,3.01985,3.11159,1.32346,1.31273,3.99665,4.08466,,,0,0
output_nm,128_512_25_5000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_3_nt6_seed_153768.ref,128,512,25,5000,0.624,0.9,0.020,12.0,0.12,100,0,153768,3,6,,,,8.20246e+33,8.1197e+33,2.99095,3.05135,1.29778,1.35614,3.88159,4.13806,,,0,0
output_nm,128_512_25_5000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_3_nt6_seed_159302.ref,128,512,25,5000,0.624,0.9,0.020,12.0,0.12,100,0,159302,3,6,,,,8.17769e+33,8.0777e+33,3.12291,3.06976,1.31525,1.36995,4.10742,4.20541,,,0,0
output_nm,128_512_25_5000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_3_nt6_seed_167029.ref,128,512,25,5000,0.624,0.9,0.020,12.0,0.12,100,0,167029,3,6,,,,7.85255e+33,7.79495e+33,3.04728,3.08928,1.31,1.35607,3.99194,4.18928,,,0,0
output_nm,128_512_25_5000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_3_nt6_seed_167815.ref,128,512,25,5000,0.624,0.9,0.020,12.0,0.12,100,0,167815,3,6,,,,8.22348e+33,8.1463e+33,2.94682,3.02315,1.30692,1.29864,3.85126,3.92598,,,0,0
output_nm,128_512_25_5000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_3_nt6_seed_286038.ref,128,512,25,5000,0.624,0.9,0.020,12.0,0.12,100,0,286038,3,6,,,,8.13023e+33,8.04138e+33,2.91885,2.96344,1.30979,1.31585,3.82307,3.89945,,,0,0
output_nm,128_512_25_5000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_3_nt6_seed_360177.ref,128,512,25,5000,0.624,0.9,0.020,12.0,0.12,100,0,360177,3,6,,,,8.17092e+33,8.08093e+33,2.83425,2.915,1.3162,1.32406,3.73044,3.85965,,,0,0
output_nm,128_512_25_5000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_3_nt6_seed_479728.ref,128,512,25,5000,0.624,0.9,0.020,12.0,0.12,100,0,479728,3,6,,,,8.20953e+33,8.12292e+33,3.09135,3.03178,1.30946,1.36107,4.048,4.12648,,,0,0
output_nm,128_512_25_5000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_3_nt6_seed_527875.ref,128,512,25,5000,0.624,0.9,0.020,12.0,0.12,100,0,527875,3,6,,,,7.71137e+33,7.64657e+33,3.01192,2.96971,1.31839,1.32006,3.97088,3.92018,,,0,0
output_nm,128_512_25_5000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_3_nt6_seed_733579.ref,128,512,25,5000,0.624,0.9,0.020,12.0,0.12,100,0,733579,3,6,,,,7.88905e+33,7.8273e+33,2.95025,2.9898,1.31526,1.36027,3.88035,4.06694,,,0,0
output_nm,128_512_25_5000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.025_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_3_nt6_seed_100805.ref,128,512,25,5000,0.624,0.9,0.025,12.0,0.12,100,0,100805,3,6,,,,7.03391e+33,6.99054e+33,2.88542,2.99041,1.3064,1.31899,3.76951,3.94433,,,0,0
output_nm,128_512_25_5000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.025_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_3_nt6_seed_105469.ref,128,512,25,5000,0.624,0.9,0.025,12.0,0.12,100,0,105469,3,6,,,,7.2506e+33,7.1754e+33,3.07777,2.96556,1.2974,1.33994,3.9931,3.97366,,,0,0
output_nm,128_512_25_5000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.025_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_3_nt6_seed_130471.ref,128,512,25,5000,0.624,0.9,0.025,12.0,0.12,100,0,130471,3,6,,,,7.21621e+33,7.14497e+33,2.81026,2.91541,1.27331,1.30986,3.57833,3.81879,,,0,0
output_nm,128_512_25_5000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.025_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_3_nt6_seed_135135.ref,128,512,25,5000,0.624,0.9,0.025,12.0,0.12,100,0,135135,3,6,,,,7.03164e+33,6.95854e+33,2.92192,2.92868,1.3034,1.31471,3.80843,3.85038,,,0,0
output_nm,128_512_25_5000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.025_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_3_nt6_seed_143455.ref,128,512,25,5000,0.624,0.9,0.025,12.0,0.12,100,0,143455,3,6,,,,7.2304e+33,7.15613e+33,2.90485,3.08829,1.26771,1.35741,3.6825,4.19208,,,0,0
output_nm,128_512_25_5000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.025_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_3_nt6_seed_145992.ref,128,512,25,5000,0.624,0.9,0.025,12.0,0.12,100,0,145992,3,6,,,,7.01696e+33,6.93854e+33,3.00081,3.27642,1.32366,1.32013,3.97204,4.32529,,,0,0
output_nm,128_512_25_5000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.025_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_3_nt6_seed_153768.ref,128,512,25,5000,0.624,0.9,0.025,12.0,0.12,100,0,153768,3,6,,,,7.23099e+33,7.1544e+33,3.07595,3.13909,1.32399,1.33393,4.07254,4.18733,,,0,0
output_nm,128_512_25_5000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.025_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_3_nt6_seed_159302.ref,128,512,25,5000,0.624,0.9,0.025,12.0,0.12,100,0,159302,3,6,,,,7.29286e+33,7.19873e+33,3.23735,3.039,1.3767,1.34294,4.45687,4.08119,,,0,0
output_nm,128_512_25_5000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.025_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_3_nt6_seed_167029.ref,128,512,25,5000,0.624,0.9,0.025,12.0,0.12,100,0,167029,3,6,,,,7.04624e+33,6.98478e+33,3.05275,3.03583,1.3276,1.30266,4.05284,3.95465,,,0,0
output_nm,128_512_25_5000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.025_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_3_nt6_seed_167815.ref,128,512,25,5000,0.624,0.9,0.025,12.0,0.12,100,0,167815,3,6,,,,7.26016e+33,7.18776e+33,3.0297,3.08322,1.29232,1.29504,3.91533,3.99288,,,0,0
output_nm,128_512_25_5000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.025_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_3_nt6_seed_286038.ref,128,512,25,5000,0.624,0.9,0.025,12.0,0.12,100,0,286038,3,6,,,,7.18445e+33,7.10228e+33,3.02919,2.99199,1.331,1.31345,4.03185,3.92984,,,0,0
output_nm,128_512_25_5000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.025_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_3_nt6_seed_360177.ref,128,512,25,5000,0.624,0.9,0.025,12.0,0.12,100,0,360177,3,6,,,,7.23577e+33,7.16647e+33,2.95192,2.91501,1.2994,1.31846,3.83573,3.84334,,,0,0
output_nm,128_512_25_5000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.025_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_3_nt6_seed_479728.ref,128,512,25,5000,0.624,0.9,0.025,12.0,0.12,100,0,479728,3,6,,,,7.37433e+33,7.29081e+33,2.97223,3.07462,1.32987,1.32807,3.95267,4.0833,,,0,0
output_nm,128_512_25_5000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.025_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_3_nt6_seed_527875.ref,128,512,25,5000,0.624,0.9,0.025,12.0,0.12,100,0,527875,3,6,,,,6.94155e+33,6.87292e+33,2.99019,2.83207,1.31499,1.27722,3.93206,3.61718,,,0,0
